frame,move_nose,move_body,bp_sum,bp_mean,bp_min,bp_max,roll2s_mean,roll2s_sum,roll5s_mean,roll5s_sum,roll6s_mean,roll6s_sum,roll7_5s_mean,roll7_5s_sum,roll15s_mean,roll15s_sum,prob_sum,prob_mean,low_prob_01,low_prob_05,low_prob_075,rule_label
257,1.7256,0.743,1.4183,1.6278,0.3385,1.1008,1.2158,1.398,1.6278,0.9381,2.7597,0.6653,2.07,0.9636,1.3422,0.689,2.6846,1.0828,0.0009,2.5279,1.0683,3
258,0.2593,1.1799,2.7606,2.0642,2.2048,0.8153,0.8652,0.3539,2.6433,1.6586,1.9237,2.8722,0.7936,2.881,0.7853,1.5542,2.4331,2.222,1.0248,0.2457,2.5581,3
259,1.9901,2.8259,1.4108,1.7124,2.3884,2.7375,0.0306,2.9789,1.4111,1.3827,2.0586,0.6753,0.7144,0.8428,1.076,0.5334,0.2905,0.1326,2.3254,1.293,2.0966,3
260,2.4276,1.4333,2.8182,0.9053,2.7278,2.436,0.8486,0.3172,0.7976,2.3231,1.0355,0.6599,0.773,2.303,0.5253,1.8148,0.7711,0.7381,1.3152,2.2907,0.4011,3
261,2.7462,0.7605,2.7496,0.4873,1.1785,2.0121,2.226,0.9307,1.496,0.1,0.9794,1.1019,0.1228,0.5129,0.4057,2.8985,1.9025,2.2462,2.1534,2.0055,0.4461,3
262,1.3441,1.5638,1.7027,1.02,2.7695,0.2698,1.0349,1.6973,0.4829,0.6315,0.1896,0.2527,1.6821,0.6086,1.1926,1.8608,0.8643,0.3219,2.1031,0.6482,0.8259,3
263,0.3522,2.752,2.3591,1.4065,1.6704,2.3744,2.316,0.8083,1.1422,0.5965,2.6412,0.8911,1.8386,1.9632,1.3644,1.7213,0.7724,2.9126,2.2021,1.4542,1.8045,3
264,2.7075,2.5987,0.8614,0.5567,1.4059,1.1926,0.1255,2.0977,0.6883,1.1631,0.3957,2.7164,2.7564,1.7085,0.5035,1.847,0.022,0.2594,0.1259,0.8534,0.6987,3
265,2.6111,2.0317,0.3464,0.896,1.5247,2.6059,2.1101,1.2578,1.3583,2.5491,1.8287,1.1749,0.2923,1.6917,0.0657,1.3062,0.3165,0.276,1.4872,1.5757,0.4452,3
266,2.9028,2.6972,1.8127,2.6522,1.2369,0.1537,2.4761,2.3841,0.2771,2.8922,0.6231,1.6735,0.9745,0.4871,0.4145,0.9839,2.7844,1.2921,2.4094,2.7501,1.9668,3
267,1.7819,2.2699,0.1656,1.2705,2.0701,0.4381,0.731,0.2475,1.3039,2.8882,0.2801,1.5249,2.9267,2.5124,2.1759,2.0638,0.8307,2.7022,2.0957,0.8945,1.0741,3
268,2.0202,2.0404,1.4025,0.3759,1.5952,0.3899,1.1379,2.4673,1.7107,0.5584,0.1405,2.5027,1.634,2.5229,2.7526,1.3194,0.591,1.0611,2.1725,0.2576,1.4345,3
269,1.1198,1.2842,1.8601,1.9966,2.6344,2.4477,0.7921,2.7084,2.9688,0.6145,0.9817,2.141,1.4348,0.7348,2.9475,0.3245,1.4219,0.4069,2.9485,0.8492,2.4188,3
270,0.5494,0.4482,2.3027,1.0649,1.4074,2.8612,1.308,0.7621,2.9909,0.8618,0.3494,2.0429,1.2914,1.7217,0.5725,0.5028,1.9681,0.3278,0.243,1.3217,2.8238,3
271,0.8751,2.1961,2.69,1.5453,0.1571,2.2382,2.7575,0.7127,1.9768,1.77,2.5222,1.0629,1.6206,0.9891,1.3928,1.2097,2.0955,1.7477,1.4499,2.732,2.0834,3
272,2.162,1.9028,0.6122,1.1782,0.4701,0.9242,2.0907,2.6465,1.3641,2.5047,1.8309,1.5089,2.3134,0.5743,2.8787,2.32,2.3392,0.2579,1.2123,2.1286,2.1265,3
273,0.975,2.9036,2.5964,0.3443,1.2382,0.1552,0.3131,1.2411,2.2482,1.5259,0.5478,0.1428,0.1639,2.8314,0.4378,0.14,1.1441,2.5108,0.5911,0.2573,1.835,3
274,2.0748,0.963,1.4889,2.2112,1.4148,2.8918,2.9901,1.1934,2.7667,0.1119,0.0795,0.3967,1.4139,1.6731,2.6986,1.9864,2.9473,2.4304,0.6395,2.9098,1.6265,3
275,1.5065,2.6302,1.8684,1.7064,2.4404,0.5123,2.0395,1.7534,2.0731,2.0451,1.4092,1.6001,0.2183,0.2865,0.2228,2.5541,2.1249,2.4463,0.4839,2.0297,0.3475,3
276,1.347,0.6557,1.386,2.9669,1.7717,2.4315,2.4414,1.6468,0.5742,1.8583,2.5297,2.475,0.3015,1.3107,1.35,0.3407,0.5284,0.9688,0.9128,1.6398,1.6307,3
277,2.9029,2.8388,2.5434,0.0142,0.5083,1.4148,2.5195,2.4384,1.8272,1.1333,0.7433,1.2027,1.1541,0.7695,1.0061,2.3855,2.1658,1.1508,0.1034,1.6365,0.6244,3
278,0.4983,2.9874,0.9,1.7319,0.907,1.0163,2.7583,2.0093,1.4944,1.6078,1.7391,0.2111,0.4831,2.9307,2.2311,1.9932,2.1292,2.2833,2.108,0.5326,0.5885,3
279,1.4615,0.1415,0.0244,1.2772,1.6086,1.2305,2.3298,2.117,2.7467,0.7196,0.7274,2.1705,0.61,0.8544,2.9306,2.2619,2.0111,2.227,2.8186,1.8141,0.9241,3
280,0.4791,0.9739,2.4876,1.3043,2.3802,0.2317,0.8088,1.2913,1.9983,0.8997,2.9094,1.0417,1.3437,1.4319,1.4965,0.1183,1.0047,1.183,1.4013,0.2834,1.5041,3
281,2.8124,2.9948,1.9849,2.1677,2.1265,0.3501,2.2408,1.5412,2.9101,1.7603,0.7435,1.0052,2.6046,0.9895,2.7274,1.0705,1.1755,2.2463,0.6246,2.871,2.6915,3
282,1.4659,2.9049,2.1495,0.7272,1.921,2.6013,2.0055,2.5649,0.139,1.1127,0.6228,2.7217,2.8482,0.3254,2.6943,2.1907,1.561,2.8449,1.1712,0.2822,0.4195,3
283,0.9959,2.0119,0.3726,1.1999,0.7666,1.3586,1.2517,2.5996,2.0947,1.0268,1.8423,1.5817,1.4693,2.6621,2.3399,0.6241,1.1909,2.4532,1.0159,1.4,1.1436,3
284,0.505,0.4034,0.6185,0.4,1.7114,2.0162,2.6102,1.8345,0.6524,0.431,0.863,2.8345,0.718,2.1132,1.0785,1.5894,2.5417,2.4648,0.8435,0.6618,0.5755,3
285,1.7823,0.0199,1.8763,1.7003,0.7361,0.9977,0.0354,1.7732,1.4034,2.6304,2.5892,2.9725,1.6427,2.7572,0.1078,1.8824,0.2424,1.9009,2.6673,2.3206,2.397,3
286,1.1969,0.7477,2.2415,1.3121,0.1958,1.447,1.5143,0.9095,2.5319,1.5511,2.2941,0.0875,1.0227,2.578,2.2815,1.344,0.3719,1.1461,2.7076,2.4129,0.7151,3
287,0.3815,2.8333,1.9834,0.1279,2.2758,2.3836,2.6535,1.441,2.9855,2.5933,2.0778,2.2276,2.4983,1.813,0.4756,1.5637,2.6283,2.0532,2.8577,1.6775,1.3917,3
288,0.0971,2.4147,1.788,0.6911,1.9505,1.9374,1.596,0.5887,0.6664,1.7776,2.8622,1.598,2.8653,1.7412,1.4429,0.0447,2.8366,0.5003,0.7466,0.7362,1.1765,3
289,1.1739,1.2855,1.9644,1.186,2.965,1.196,1.1461,1.4572,2.5824,0.2215,1.2896,0.1406,0.0447,2.0999,1.9645,0.3155,0.0555,2.7459,2.4589,2.7116,1.7906,3
290,1.7495,2.2837,0.4435,1.5957,2.2416,1.3833,0.3241,0.1799,0.3944,0.1076,0.1243,2.0304,0.1151,1.1648,0.1361,1.2317,0.8911,2.0049,2.0317,2.5353,0.294,3
291,1.5565,2.7068,1.3521,0.2786,0.7578,2.9591,0.5699,0.7732,0.916,0.5269,0.9451,1.2004,2.1249,2.1766,1.7468,0.9189,2.143,0.6764,2.9235,0.0703,1.9434,3
292,2.7001,0.8997,0.9885,1.858,0.0841,0.097,0.7945,0.8559,0.6529,1.1085,0.7534,1.898,2.9033,0.4008,2.7993,1.4759,1.8893,0.263,0.6378,0.2399,2.1227,3
293,2.7349,2.6232,2.2086,2.4531,1.2909,1.2052,2.9795,1.4211,2.935,0.5144,0.5315,0.3318,0.7974,1.7573,1.9579,1.9441,0.5136,0.4919,0.6762,1.8469,0.8155,3
294,2.8089,0.8086,1.5522,0.9986,1.02,0.3908,1.6453,2.0464,0.3195,1.05,1.1972,0.3913,1.8799,2.1057,2.8469,2.333,2.0652,2.8519,1.0328,2.4898,2.9239,3
295,2.3991,0.9861,2.1602,0.2002,1.547,0.3145,0.9221,0.2934,2.4051,2.7499,0.1832,2.0612,0.0502,0.4113,2.3677,0.7728,1.7705,2.3879,0.1,1.9658,2.0673,3
296,1.4328,0.1342,2.0845,0.4399,1.1236,0.1598,2.6608,1.9221,1.5707,0.0503,0.0065,1.6725,2.2306,0.1335,1.0142,2.3708,0.4908,2.6764,2.5331,0.7714,0.5115,3
297,1.5714,0.4805,2.7156,2.2889,0.144,2.2964,1.8325,2.3257,2.1634,0.2256,1.5781,0.423,1.4971,1.2391,1.326,2.9024,2.2247,1.0869,1.9216,1.3467,0.9814,3
298,1.1919,1.6526,2.5687,1.5967,0.2054,1.3713,0.8838,0.4974,0.2605,2.1371,0.4485,1.8574,2.9368,2.3096,1.8163,0.4221,2.6719,0.7971,0.7703,2.2546,0.3561,3
299,1.1986,0.0718,0.1549,0.4083,1.0758,1.6471,1.9629,0.4169,1.3843,2.1958,2.4752,1.9995,2.8219,0.9377,1.3072,2.4275,2.6457,0.5981,1.5543,0.2433,1.1655,3
320,0.1247,1.6374,2.0032,0.5037,1.7673,0.9049,0.0768,0.3041,1.6628,0.7715,0.3348,1.6281,0.3595,0.4987,2.7007,0.5878,2.1733,1.0314,1.0101,0.7471,0.0757,3
321,2.3965,0.5099,1.1204,2.4995,0.5266,1.1839,1.5658,1.8972,0.8735,0.2252,0.283,2.0987,0.6105,2.102,2.7808,0.0255,1.7581,0.0369,1.8161,1.1396,2.1033,3
322,0.7381,2.2463,0.3026,2.0385,0.5384,1.3556,1.5788,1.1893,1.951,1.0145,1.7591,0.3653,1.8586,2.1823,0.7357,1.3827,2.9832,1.7305,1.91,2.6939,2.923,3
323,0.088,0.384,1.435,2.0869,0.6958,2.4866,0.2053,0.1154,0.2497,2.0848,2.4146,2.8471,0.4355,0.849,0.1296,2.8977,0.5582,1.2101,0.7972,0.7172,2.7808,3
324,1.3994,0.621,2.5297,0.4212,2.2252,0.2733,1.9808,0.3493,0.2414,0.8291,2.3434,0.4415,1.8128,0.4887,2.0431,2.6336,1.8136,2.4483,1.6507,1.6854,0.5437,3
325,2.1536,0.8067,2.3892,2.9714,2.2926,0.5388,0.0698,1.0904,1.9562,1.5211,2.5852,0.2544,2.3097,1.3107,2.0557,1.2496,1.3319,1.2322,1.3179,0.6017,1.4378,3
326,1.3081,1.7482,0.3174,0.7618,1.4618,0.5089,0.5822,0.1562,0.792,1.3088,1.3881,1.7365,1.5923,0.5392,2.5323,0.4781,0.0164,1.5228,1.5798,0.6462,1.8137,3
327,1.0924,2.4255,0.607,1.062,0.1635,1.3968,2.2236,2.3788,2.5753,2.6805,0.746,2.4678,1.3263,0.0342,1.1526,1.1815,0.5443,0.8678,0.6179,0.4995,1.5163,3
328,1.9756,2.2596,2.0848,0.7018,2.8211,1.4318,1.205,0.5808,1.6966,1.8491,0.0734,2.5404,2.9552,2.4813,2.6102,2.264,1.7768,2.1723,0.7197,1.7354,1.6543,3
329,0.4886,2.2237,2.9046,2.8279,2.6063,2.041,2.1624,2.4311,2.6438,1.0372,2.829,1.3236,2.6074,1.578,1.105,0.2806,0.4211,0.9976,2.3173,2.7384,0.2291,3
330,0.034,2.0451,0.2315,1.8948,0.9043,2.9651,1.6173,0.106,2.55,1.1819,1.7659,1.142,2.2162,0.5504,2.3161,1.3813,1.8489,1.363,2.3322,2.8541,1.4945,3
331,1.7773,1.6301,0.2662,1.6598,0.0262,2.7512,1.3921,1.014,2.118,0.3758,2.8251,2.0824,1.9452,0.8839,2.2051,0.4675,0.0422,2.4582,0.9464,1.0077,1.7467,3
332,1.5914,1.0279,2.0869,1.2426,1.4756,0.7206,1.7776,2.789,2.9433,2.387,2.5176,0.3254,0.4978,0.9592,2.325,2.0016,2.5017,2.2832,0.7709,2.7913,1.6067,3
333,2.5975,0.5396,1.8479,2.1514,0.5046,1.2234,0.0607,0.4552,0.7397,0.5719,1.9845,1.9917,0.6157,1.3002,1.8024,1.739,0.8387,2.3763,0.3558,0.9818,2.9302,3
334,1.2476,2.5912,2.4333,1.4057,1.1401,1.592,0.0093,0.1097,1.6867,0.3404,2.2953,0.0914,1.9337,2.7962,1.7354,2.3658,2.3486,1.7284,2.1558,2.0406,1.7185,3
335,2.3583,1.2276,0.5948,1.385,1.2,2.3729,2.8139,2.5131,0.3873,0.9759,0.5127,0.071,2.216,2.4167,2.5354,0.7646,1.9298,0.386,2.3706,0.7555,1.5998,3
336,0.0538,1.9506,1.4828,0.4555,0.9346,1.5354,2.0704,2.3905,2.1328,1.9906,2.7048,1.7462,0.98,0.3279,1.327,1.4598,1.0099,0.2623,1.4451,0.691,1.8508,3
337,0.0818,0.2048,2.4027,2.4707,2.74,0.4787,0.5509,1.4892,2.4604,1.5815,2.5606,1.6972,1.628,2.125,1.1789,0.0732,0.7184,2.5899,1.1001,0.3143,0.2028,3
338,1.7957,1.0826,1.1471,0.1985,1.1686,0.1502,2.0796,0.3785,2.6865,0.0282,1.43,1.1529,0.9248,1.3594,0.5125,2.0649,2.6682,2.9343,0.3385,1.0656,1.7501,3
339,0.6787,0.3012,1.1988,2.7225,0.3363,1.02,2.7776,0.8796,1.589,1.7455,1.3136,0.7509,2.6188,0.7622,0.32,1.2183,0.442,1.9079,0.9805,0.8707,1.7676,3
340,0.2018,1.0636,0.0985,2.7493,1.7248,1.8203,2.5108,1.3332,2.7786,2.2218,1.482,2.4978,1.4177,0.2003,2.2898,0.5695,1.9827,0.7895,1.6478,2.9061,2.3624,3
341,0.3832,2.1997,2.3935,1.5701,2.6648,0.5398,1.9248,2.889,1.1434,2.1968,1.709,1.8944,0.8479,1.8731,1.9926,0.9835,0.4237,0.6178,2.6902,2.8227,1.2206,3
342,1.1242,1.0234,1.3398,0.49,0.6942,1.3641,1.5752,0.6411,1.0632,0.6154,0.4976,0.8078,2.4721,2.9034,0.4991,2.7441,1.9232,0.7174,2.8959,1.0661,2.2504,3
343,1.0114,2.0466,1.134,0.6537,1.5226,1.1507,1.8677,1.9822,2.2033,0.2267,2.8483,0.4313,1.224,0.0964,0.8963,0.5149,1.5532,2.7243,1.632,1.2464,1.2338,3
344,1.6914,0.3695,1.9662,0.4191,1.1336,2.881,0.5471,2.1211,2.7582,1.1196,1.0563,2.075,2.2464,2.7359,1.939,1.6214,1.3793,1.0957,1.5008,2.4502,0.3669,3
345,2.6628,1.1549,2.5588,2.1025,2.0267,2.0993,1.3383,2.6115,0.2406,0.634,0.1104,2.8569,0.7304,2.5603,1.0024,0.5958,2.9858,2.1278,1.393,0.6345,1.0673,3
346,1.097,1.2302,2.5988,1.0883,0.9371,2.9268,2.6274,2.0222,1.5277,2.8701,1.7959,2.3393,1.7706,0.9819,1.3505,2.8594,0.3922,2.7947,0.1416,0.8025,2.8966,3
347,0.5525,1.5271,1.0273,2.947,0.7654,1.5566,1.0892,1.124,1.3394,2.0461,0.4306,0.6521,1.1317,2.1497,1.3721,0.3301,2.738,2.7271,1.0793,0.5072,1.577,3
348,1.7341,0.6852,1.8248,1.024,2.8823,1.4745,0.803,1.3267,0.0994,0.92,2.9988,0.345,0.5759,2.1199,1.2796,0.0618,0.1561,2.6723,1.408,2.9127,1.9433,3
349,0.0065,2.096,1.1624,0.9892,2.4701,2.9322,1.5621,1.4258,0.3315,2.4712,2.788,1.8289,2.0047,2.0866,0.6272,0.3582,0.089,1.0235,0.5946,0.5028,0.1029,3
350,1.1545,2.6469,2.5165,2.0301,2.1095,1.2229,2.4381,1.7658,2.4613,1.8011,2.2643,0.2634,2.252,1.8742,1.0419,2.9018,2.6318,0.8725,1.1662,0.3676,2.5752,3
351,0.9517,2.4379,2.3807,2.6348,1.9687,1.6599,2.6459,1.5962,2.8397,0.1236,0.2002,2.3652,1.8005,2.4323,2.3096,1.0629,1.1147,2.1522,0.9694,0.1897,1.7035,3
352,1.1622,0.0926,1.9852,1.58,2.8014,0.0719,2.9961,0.3078,1.7104,0.6518,2.5301,0.2632,1.3924,2.5914,2.2815,2.4612,1.4644,0.2404,0.0668,2.7381,0.983,3
353,0.1524,1.4643,2.4706,0.3666,0.1714,0.507,2.8929,2.3193,0.7216,0.7736,0.5482,0.9246,2.2211,0.7237,2.7185,0.3354,0.2979,0.9652,2.9648,2.8442,2.5596,3
354,1.6627,1.032,1.5294,0.5121,1.3216,0.8605,0.3237,1.0933,2.9391,2.7478,1.8975,0.2979,0.3338,1.5275,2.1115,0.7892,2.0196,0.9453,1.5974,2.9457,2.0961,3
355,1.8725,1.7185,1.7131,2.1452,1.8688,0.735,1.3674,1.8744,1.2698,1.9195,0.5164,0.0943,0.0869,2.728,2.7045,2.4948,0.2007,2.4758,1.7365,1.5489,0.0096,3
356,2.2484,0.2499,0.4879,2.2973,0.3865,1.3006,1.6569,0.9331,0.3997,0.5657,2.1498,0.7031,0.6497,0.2979,2.7461,1.3055,1.3157,2.9828,1.5218,2.7291,1.0869,3
357,2.8724,2.1889,2.1238,2.9697,2.9865,2.6674,2.0335,1.3422,2.3633,2.5415,2.1185,0.8343,2.2054,1.6551,2.7972,0.3672,0.642,2.1122,2.7242,0.4555,1.7926,3
358,1.0642,1.2503,0.8645,1.7197,2.059,0.6286,0.334,2.9875,2.0995,1.1651,1.0419,2.1493,1.6326,2.392,1.504,2.2522,2.8848,1.9447,1.8362,1.4669,0.6034,3
359,1.9689,2.8317,1.6855,2.3461,2.2774,0.1426,1.0925,0.0421,2.0711,2.974,0.7182,1.4916,0.9206,2.6998,2.4782,2.3952,2.8365,0.6983,1.1727,0.207,2.1359,3
360,1.3261,0.0572,0.0062,2.0245,2.8983,1.6876,1.1289,1.9185,1.1511,1.6605,2.5295,2.6596,2.0415,1.9753,1.9763,2.1687,1.685,1.2164,0.8346,0.584,0.3393,3
361,0.6451,1.2532,1.1922,1.6494,1.7344,1.0908,1.8223,0.5657,0.8467,0.0371,2.8303,1.1669,1.0494,1.5691,1.2408,0.888,1.2925,1.6144,0.6082,0.1614,2.1646,3
362,2.6679,1.4601,1.8474,2.4247,2.739,0.1399,1.1074,2.8643,0.6863,1.2107,0.5067,1.5032,1.0417,1.4846,0.9543,2.6108,2.9851,0.5881,1.8663,0.7573,2.4432,3
363,2.2377,2.4932,1.8922,0.6114,1.1189,2.28,0.9463,2.4619,1.8079,2.0129,2.9866,1.9613,2.3377,0.7944,1.363,0.1927,2.7184,2.3184,2.7069,0.495,1.33,3
364,2.8284,2.2692,1.6912,0.4594,2.7647,2.8133,0.5586,2.4962,0.9413,1.302,1.7042,1.4668,2.9314,1.0202,2.0357,2.2018,1.6547,1.5576,2.4925,2.899,0.3949,3
365,2.4646,0.5461,0.7561,0.9292,1.5219,2.236,1.9885,2.5128,2.1787,1.98,0.9733,1.1321,2.9682,2.0683,2.3058,1.9031,0.0964,2.6287,0.225,2.3567,1.6997,3
366,2.7524,0.9232,1.9631,1.1549,2.326,2.3989,0.9267,1.0315,2.7423,0.2811,1.459,2.2363,0.8398,2.6514,0.8742,1.42,0.7529,2.9106,2.8915,0.5374,2.0003,3
367,0.3841,2.2073,1.9837,2.8485,0.8149,2.275,0.6143,1.5187,2.5377,0.0456,0.1946,2.4086,1.7958,2.8481,0.5774,1.3697,2.0774,0.5633,1.989,1.2845,1.418,3
368,0.0471,1.2591,1.7698,2.4748,1.4289,2.9361,2.7341,2.7667,0.1031,0.2804,1.532,2.603,0.6727,2.7816,1.2172,1.9591,2.4161,1.8207,0.8515,0.8367,2.3123,3
369,0.5958,0.7891,1.1312,2.2331,1.669,0.4188,1.154,1.4135,1.9402,1.9143,1.8037,0.6218,0.5522,0.806,1.1301,2.469,2.4736,2.132,1.1469,0.3368,2.9604,3
370,1.2364,2.792,0.4563,2.6746,1.5466,2.6312,0.8577,2.8194,0.1554,0.6663,1.5502,1.3516,0.6745,0.7381,1.1399,1.9937,2.8608,0.5862,1.9405,0.8087,1.5288,3
371,2.0629,2.5294,1.6698,1.1503,2.7702,2.1047,0.2714,2.4415,0.8913,2.4512,0.0961,1.328,2.1994,0.2455,2.6295,2.878,0.6335,1.3315,2.1239,1.2149,2.3704,3
372,1.3154,1.0662,0.1557,2.9542,1.3708,2.8487,1.5588,1.4647,0.8951,2.3722,2.222,2.4552,2.291,2.6937,2.5966,2.5973,2.6899,2.061,0.5747,2.4164,2.9382,3
373,1.54,1.6486,2.7487,2.7229,2.628,2.5413,1.0237,1.5811,1.6667,0.3862,1.4734,0.7058,1.3227,1.6789,0.1133,2.4461,1.2246,0.3661,0.6581,2.2013,2.8527,3
374,2.283,2.7876,1.0578,0.5556,0.3333,1.6566,1.7548,1.5598,0.1302,0.1742,0.5069,0.7714,0.9313,0.9978,1.0675,2.8466,1.5216,0.2921,2.096,1.287,0.2819,3
375,0.2118,0.6497,0.8487,1.1332,0.6314,1.9741,0.9329,0.8063,0.689,2.0039,2.5037,2.1384,0.9057,1.9478,0.8194,0.2894,0.1578,1.378,0.6889,0.0958,2.0307,3
376,2.0349,2.7274,1.3521,0.9239,0.5271,0.7381,1.4077,1.0497,2.803,2.0986,1.8624,2.5393,1.0023,2.4777,2.7674,2.2649,1.4286,1.3025,1.1205,2.9503,1.7211,3
377,0.1462,2.6534,0.3115,0.579,0.5485,1.0036,0.3847,1.2827,0.0891,2.6617,0.0612,2.4504,2.4371,2.1776,2.9881,1.6425,1.6661,2.4296,1.1903,2.1342,0.6638,3
378,0.7459,2.1795,2.6525,2.8117,1.7569,0.4483,0.1863,1.5994,1.0329,1.0494,1.3028,0.1686,1.1967,0.5719,1.7116,2.8418,1.9537,0.3598,2.4493,2.4326,2.1347,3
379,2.1668,2.0582,2.9387,1.1719,0.3055,1.209,2.7995,2.6276,1.4706,0.0801,2.2901,1.3603,0.6844,1.6829,0.3641,0.8718,1.4194,0.7133,1.542,2.2361,0.8722,3
380,2.0492,2.0551,2.4697,2.6071,2.0203,2.479,2.2033,1.4538,0.3262,2.2661,1.9473,1.0876,2.5243,0.055,0.1889,2.0875,0.445,1.488,1.5821,1.5638,0.1133,0
381,1.2159,1.6327,1.7213,1.7895,2.6148,1.024,1.2592,1.6757,0.8755,1.7935,1.144,2.3205,0.4729,0.8372,1.4542,1.7842,2.6824,2.3715,0.945,2.1833,2.322,0
382,0.8837,1.7469,2.8222,0.1794,2.7678,2.6453,0.5977,2.121,1.8733,2.8623,2.3926,1.3112,2.818,1.7028,1.7875,1.0996,0.503,1.494,1.7805,2.3343,2.0231,0
383,2.4843,0.592,0.9912,1.3006,0.1665,0.587,1.9902,2.3982,0.9914,0.9115,1.4147,0.64,1.2021,1.9267,0.2544,2.3442,2.9142,1.9893,2.0536,2.1191,0.2419,0
384,0.8243,1.6878,1.3953,2.3401,0.7391,1.9406,1.8087,2.9181,1.6743,0.0294,0.4807,0.0392,2.3731,0.633,1.9735,2.4921,0.8969,0.8204,1.33,2.5217,0.8559,0
385,0.0936,2.0188,0.5146,0.9568,1.3228,0.7024,1.8623,2.2164,2.8323,0.1689,0.413,2.82,1.5382,2.045,0.0952,2.2147,2.3133,1.5172,1.54,2.3702,0.8911,0
386,0.7418,1.4566,1.2742,0.8782,0.0435,1.9099,2.933,1.7963,0.2893,2.654,2.6918,2.6295,2.0949,1.0503,2.3906,1.9965,0.8015,1.1593,1.2856,0.0215,1.1741,0
387,0.0636,2.0379,2.7828,0.2806,2.0213,2.359,1.0585,2.1512,2.0131,1.0612,0.7834,1.6716,1.9755,0.1799,0.138,0.2695,2.2844,2.7533,0.6512,1.8334,0.0976,0
388,2.4321,1.3746,1.9901,1.4221,1.3641,2.635,2.7848,0.3667,0.0742,0.2229,1.7666,1.9481,1.7493,2.9604,2.2267,1.4068,1.2768,1.8004,2.9001,0.1784,0.5462,0
389,0.3668,2.4105,1.6371,2.8272,1.2807,2.2864,1.3003,2.2176,1.1688,0.0861,0.7426,1.6713,2.7986,1.6854,2.2919,2.0744,0.3346,1.5963,2.2276,0.9735,2.9426,0
390,2.9219,2.1627,1.6079,0.0561,0.4667,0.4263,2.9252,0.6574,2.1543,1.9167,0.9617,1.0742,1.6717,1.8211,0.6863,2.2646,1.6372,2.8401,2.5116,2.6183,2.2031,0
391,0.639,0.2671,1.9051,2.6603,0.2069,2.056,2.9171,2.6412,2.8694,1.0812,0.9744,0.9065,1.6443,0.4884,0.6473,2.7147,0.2413,0.4399,1.7824,2.0128,2.449,0
392,0.9182,2.3079,1.8297,1.7991,2.652,0.8826,1.2455,2.6166,1.3892,2.2264,0.0434,1.5202,2.3275,2.2746,1.5223,0.0115,2.2978,1.0976,0.8643,0.6144,2.8158,0
393,1.7556,0.8544,1.3576,0.841,1.7952,1.5184,1.4964,1.8848,1.8876,1.8235,0.0306,0.901,1.3859,0.2126,0.1821,1.1761,0.571,2.8297,0.0537,1.9379,1.3145,0
394,0.9246,0.2443,1.5325,2.695,1.039,0.4239,2.6848,2.8143,1.4633,0.6932,0.2653,1.6799,1.1112,0.4924,1.2929,2.5781,2.6662,2.9,2.8694,1.4979,1.164,0
395,1.1379,0.3637,0.304,2.7825,2.6405,1.3265,2.678,0.1534,0.3557,1.8246,2.1784,1.4389,1.9431,2.4991,2.18,1.4362,0.7657,1.0291,2.9166,1.7605,1.9545,0
396,0.3126,0.972,1.3303,2.9194,0.3503,1.9751,0.2863,0.2278,0.2702,1.1846,0.8302,1.3217,1.3186,2.2977,2.6154,0.4245,0.2966,2.481,0.6822,0.9571,0.4331,0
397,1.1672,1.5739,2.0242,1.388,1.1935,0.3429,1.5146,1.4876,1.6678,2.0135,1.3259,0.1659,0.5567,1.3338,1.2242,0.1651,2.0331,2.8867,1.8046,0.501,1.3925,0
398,0.0757,0.9906,0.67,1.2433,0.2199,1.7667,0.2945,0.5949,2.6232,0.7381,1.8578,2.2989,1.7474,0.4752,0.4577,1.9583,0.8273,1.0419,0.5462,0.3574,2.626,0
399,0.6719,0.6103,0.8308,1.9938,2.3807,2.6555,2.5397,0.0672,0.769,0.9088,1.5317,2.1844,1.0476,1.4526,0.3949,0.4711,1.752,0.2614,1.3003,0.2446,1.3095,0
400,2.7284,2.3077,2.4145,2.6664,2.6486,1.5801,0.81,2.8788,2.2422,0.5064,2.6817,2.4808,1.534,0.8127,0.6466,1.3339,2.7597,0.7103,1.4785,2.9705,0.1203,0
401,0.8423,1.1213,0.4077,1.0499,0.8542,0.9799,0.988,1.2567,1.8841,0.4014,2.3412,0.5532,2.5123,1.1139,0.7154,1.275,1.3046,2.9887,1.6369,1.1189,0.5216,0
402,0.8127,2.6217,0.5864,0.9959,2.4549,0.6193,0.9592,2.5201,1.0104,1.2097,2.6413,1.3942,2.9073,0.5273,2.9228,1.1427,2.9269,2.4431,0.9666,1.144,2.1949,0
403,2.0378,0.7335,2.4555,1.226,2.8549,1.3915,2.1561,0.8565,1.9714,1.8406,0.9127,1.8698,2.9852,2.736,2.9579,1.2777,1.9356,0.2868,0.3142,1.9379,2.9571,0
404,2.6487,2.0697,0.3628,0.0631,0.691,1.1836,0.9712,1.896,0.1916,1.7581,2.9587,2.1563,0.2628,2.4737,1.4817,1.7946,1.9656,2.5984,2.5023,0.5693,0.9868,0
405,0.8875,1.0724,0.9016,2.5202,2.8973,2.0814,1.3228,0.2074,0.7645,0.571,2.8554,1.4213,2.7279,2.9557,2.6823,2.2199,0.0854,0.7929,2.9074,1.8195,1.8973,0
